Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,text
45054306,2019-12-01T00:49:38.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11357,160-44 20 ROAD,20 ROAD,FRANCIS LEWIS BOULEVARD,163 STREET,FRANCIS LEWIS BOULEVARD,163 STREET,,WHITESTONE,20 ROAD,,In Progress,,,,07 QUEENS,4057460011,QUEENS,1039175,223359,ONLINE,Unspecified,QUEENS,,,,,,,,40.77957446125447,-73.80167873688524,"{'longitude': '-73.80167873688524', 'latitude': '40.77957446125447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Commercial Overnight Parking
45052897,2019-12-01T00:48:48.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,30-78 42 STREET,42 STREET,NEWTOWN ROAD,31 AVENUE,NEWTOWN ROAD,31 AVENUE,,ASTORIA,42 STREET,,In Progress,,,,01 QUEENS,4006820028,QUEENS,1007788,216594,PHONE,Unspecified,QUEENS,,,,,,,,40.76114562143423,-73.91503339011027,"{'longitude': '-73.91503339011027', 'latitude': '40.76114562143423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45050537,2019-12-01T00:48:47.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,650 WEST  172 STREET,WEST  172 STREET,BROADWAY,FT WASHINGTON AVENUE,BROADWAY,FT WASHINGTON AVENUE,,NEW YORK,WEST  172 STREET,,In Progress,,,,12 MANHATTAN,1021420084,MANHATTAN,1000909,246868,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.844255060237415,-73.93978982759268,"{'longitude': '-73.93978982759268', 'latitude': '40.844255060237415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45054935,2019-12-01T00:48:34.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,1 JACOBUS PLACE,JACOBUS PLACE,WEST  225 STREET,FT CHARLES PLACE,WEST  225 STREET,FT CHARLES PLACE,,BRONX,JACOBUS PLACE,,In Progress,,,,08 BRONX,1022150339,BRONX,1008544,258129,MOBILE,Unspecified,BRONX,,,,,,,,40.875145400143914,-73.91215405363715,"{'longitude': '-73.91215405363715', 'latitude': '40.875145400143914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45050436,2019-12-01T00:48:27.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10458,3006 DECATUR AVENUE,DECATUR AVENUE,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,,BRONX,DECATUR AVENUE,,In Progress,,,,07 BRONX,2032810068,BRONX,1016871,256026,PHONE,Unspecified,BRONX,,,,,,,,40.869346467407404,-73.88205428908248,"{'longitude': '-73.88205428908248', 'latitude': '40.869346467407404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45053709,2019-12-01T00:48:14.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,2157 1 AVENUE,1 AVENUE,EAST  111 STREET,THOMAS JEFFERSON PARK PATH,EAST  111 STREET,THOMAS JEFFERSON PARK PATH,,NEW YORK,1 AVENUE,,In Progress,,,,11 MANHATTAN,1016830026,MANHATTAN,1001564,228265,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.793193813995906,-73.93747047491523,"{'longitude': '-73.93747047491523', 'latitude': '40.793193813995906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45053522,2019-12-01T00:48:01.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11435,90 AVENUE,90 AVENUE,90 AVENUE,138 PLACE,90 AVENUE,138 PLACE,,,,,In Progress,,,,12 QUEENS,,QUEENS,1036000,194803,PHONE,Unspecified,QUEENS,,,,,,,,40.701214683458836,-73.81336256667298,"{'longitude': '-73.81336256667298', 'latitude': '40.701214683458836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45054446,2019-12-01T00:47:54.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,854 OCEAN AVENUE,OCEAN AVENUE,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,,BROOKLYN,OCEAN AVENUE,,In Progress,,,,14 BROOKLYN,3051620034,BROOKLYN,995497,173153,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.641934464435366,-73.95947352996566,"{'longitude': '-73.95947352996566', 'latitude': '40.641934464435366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45052697,2019-12-01T00:47:45.000,2019-12-01T01:05:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10310,97 BODINE STREET,BODINE STREET,RICHMOND TERRACE,DE GROOT PLACE,RICHMOND TERRACE,DE GROOT PLACE,,STATEN ISLAND,BODINE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2019-12-01T06:05:25.000,01 STATEN ISLAND,5002000008,STATEN ISLAND,949424,171072,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63616124168773,-74.12547818749105,"{'longitude': '-74.12547818749105', 'latitude': '40.63616124168773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Talking The Police Department responded to the complaint and took action to fix the condition.
45053429,2019-12-01T00:47:32.000,2019-12-01T01:04:14.000,NYPD,New York City Police Department,Homeless Encampment,,Street/Sidewalk,10007,BROADWAY,BROADWAY,BROADWAY,FULTON STREET,BROADWAY,FULTON STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T06:04:17.000,01 MANHATTAN,,MANHATTAN,981738,198272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710887232967906,-74.00906088716644,"{'longitude': '-74.00906088716644', 'latitude': '40.710887232967906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Homeless Encampment The Police Department responded to the complaint and determined that police action was not necessary
45052251,2019-12-01T00:46:22.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1455 HARROD AVENUE,HARROD AVENUE,EAST  174 STREET,CROSS BRONX EXPRESSWAY,EAST  174 STREET,CROSS BRONX EXPRESSWAY,,BRONX,HARROD AVENUE,,In Progress,,,,09 BRONX,2038860002,BRONX,1018845,243534,ONLINE,Unspecified,BRONX,,,,,,,,40.83505215618761,-73.87498149158993,"{'longitude': '-73.87498149158993', 'latitude': '40.83505215618761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45049267,2019-12-01T00:45:57.000,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,127-25 103 ROAD,103 ROAD,127 STREET,129 STREET,127 STREET,129 STREET,,SOUTH RICHMOND HILL,103 ROAD,,In Progress,,Your complaint has been received by the Police Department and additional information will be availab,2019-12-01T06:19:15.000,10 QUEENS,4095640019,QUEENS,1034798,190516,PHONE,Unspecified,QUEENS,,,,,,,,40.689454836465586,-73.81772976274513,"{'longitude': '-73.81772976274513', 'latitude': '40.689454836465586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway Partial Access Your complaint has been received by the Police Department and additional information will be availab
45052953,2019-12-01T00:45:52.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,110 MOUNT HOPE PLACE,MOUNT HOPE PLACE,MORRIS AVENUE,GRAND CONCOURSE,MORRIS AVENUE,GRAND CONCOURSE,,BRONX,MT HOPE PLACE,,In Progress,,,,05 BRONX,2028050012,BRONX,1009726,248518,MOBILE,Unspecified,BRONX,,,,,,,,40.84876278642966,-73.90791653379068,"{'longitude': '-73.90791653379068', 'latitude': '40.84876278642966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45053103,2019-12-01T00:45:48.000,,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11430,JFK AIRPORT,JFK AIRPORT,BEND,BEND,BEND,BEND,,JAMAICA,JFK AIRPORT,,In Progress,,,,83 QUEENS,4142600001,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,,,"JFK AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,40.64832048620134,-73.78828125130184,"{'longitude': '-73.78828125130184', 'latitude': '40.64832048620134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Lost Property Bag/Wallet
45053640,2019-12-01T00:45:35.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,816 EAST   57 STREET,EAST   57 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,,BROOKLYN,EAST   57 STREET,,In Progress,,,,18 BROOKLYN,3077600056,BROOKLYN,1006015,169859,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63287353878508,-73.92158451622839,"{'longitude': '-73.92158451622839', 'latitude': '40.63287353878508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Blocked Driveway No Access
45054305,2019-12-01T00:45:24.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,135 AINSLIE STREET,AINSLIE STREET,LORIMER STREET,LEONARD STREET,LORIMER STREET,LEONARD STREET,,BROOKLYN,AINSLIE STREET,,In Progress,,,,01 BROOKLYN,3027680043,BROOKLYN,998420,198917,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.712646613988845,-73.94888687612375,"{'longitude': '-73.94888687612375', 'latitude': '40.712646613988845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45050254,2019-12-01T00:45:22.000,2019-12-01T01:03:50.000,NYPD,New York City Police Department,Homeless Encampment,,Street/Sidewalk,10038,100 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T06:03:52.000,01 MANHATTAN,1000780001,MANHATTAN,982439,197802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70959736576604,-74.00653222496682,"{'longitude': '-74.00653222496682', 'latitude': '40.70959736576604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Homeless Encampment The Police Department responded to the complaint and determined that police action was not necessary
45053005,2019-12-01T00:45:04.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1204 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,,BRONX,SHAKESPEARE AVENUE,,In Progress,,,,04 BRONX,2025060016,BRONX,1005472,244172,ONLINE,Unspecified,BRONX,,,,,,,,40.836845541268715,-73.92330643900992,"{'longitude': '-73.92330643900992', 'latitude': '40.836845541268715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Street/Sidewalk Loud Music/Party
45050429,2019-12-01T00:44:59.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,10458,2842 GRAND CONCOURSE,GRAND CONCOURSE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,,BRONX,GRAND CONCOURSE,,In Progress,,,,07 BRONX,2033040119,BRONX,1014344,256260,PHONE,Unspecified,BRONX,,,,,,,,40.86999770252244,-73.89118994431134,"{'longitude': '-73.89118994431134', 'latitude': '40.86999770252244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Banging/Pounding
45051356,2019-12-01T00:44:55.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,206 NASSAU AVENUE,NASSAU AVENUE,HUMBOLDT STREET,RUSSELL STREET,HUMBOLDT STREET,RUSSELL STREET,,BROOKLYN,NASSAU AVENUE,,In Progress,,,,01 BROOKLYN,3026860008,BROOKLYN,999595,203635,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72559442655916,-73.94463773601893,"{'longitude': '-73.94463773601893', 'latitude': '40.72559442655916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45052879,2019-12-01T00:44:14.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,129 WEST  169 STREET,WEST  169 STREET,NELSON AVENUE,PLIMPTON AVENUE,NELSON AVENUE,PLIMPTON AVENUE,,BRONX,WEST  169 STREET,,In Progress,,,,04 BRONX,2025210078,BRONX,1005188,245322,ONLINE,Unspecified,BRONX,,,,,,,,40.84000263402706,-73.92432918761958,"{'longitude': '-73.92432918761958', 'latitude': '40.84000263402706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Banging/Pounding
45052059,2019-12-01T00:44:04.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,711 WEST  171 STREET,WEST  171 STREET,FT WASHINGTON AVENUE,HAVEN AVENUE,FT WASHINGTON AVENUE,HAVEN AVENUE,,NEW YORK,WEST  171 STREET,,In Progress,,,,12 MANHATTAN,1021390193,MANHATTAN,1000456,246840,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84417905146368,-73.9414271603943,"{'longitude': '-73.9414271603943', 'latitude': '40.84417905146368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Banging/Pounding
45050731,2019-12-01T00:43:57.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11209,7509 3 AVENUE,3 AVENUE,BAY RIDGE PARKWAY,76 STREET,BAY RIDGE PARKWAY,76 STREET,,BROOKLYN,3 AVENUE,,In Progress,,,,10 BROOKLYN,3059400007,BROOKLYN,976522,169282,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63131316418602,-74.02784197652684,"{'longitude': '-74.02784197652684', 'latitude': '40.63131316418602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45052818,2019-12-01T00:42:35.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,25 BOERUM STREET,BOERUM STREET,BROADWAY,LORIMER STREET,BROADWAY,LORIMER STREET,,BROOKLYN,BOERUM STREET,,In Progress,,,,01 BROOKLYN,3030580001,BROOKLYN,998458,196262,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70535920820389,-73.94875540750569,"{'longitude': '-73.94875540750569', 'latitude': '40.70535920820389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45050304,2019-12-01T00:42:26.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,608 WEST  176 STREET,WEST  176 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,NEW YORK,WEST  176 STREET,,In Progress,,,,12 MANHATTAN,1021440066,MANHATTAN,1001829,247598,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.846256911787535,-73.93646278391738,"{'longitude': '-73.93646278391738', 'latitude': '40.846256911787535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Street/Sidewalk Loud Music/Party
45053591,2019-12-01T00:42:25.000,2019-12-01T01:01:35.000,NYPD,New York City Police Department,Homeless Encampment,,Store/Commercial,10038,50 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T06:01:40.000,01 MANHATTAN,1000757501,MANHATTAN,982948,197306,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70823605278434,-74.0046961806822,"{'longitude': '-74.0046961806822', 'latitude': '40.70823605278434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Homeless Encampment The Police Department responded to the complaint and determined that police action was not necessary
45052238,2019-12-01T00:42:23.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,175 WEST  137 STREET,WEST  137 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,NEW YORK,WEST  137 STREET,,In Progress,,,,10 MANHATTAN,1020060007,MANHATTAN,1000361,236648,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.816205112629476,-73.94179499235126,"{'longitude': '-73.94179499235126', 'latitude': '40.816205112629476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45053521,2019-12-01T00:41:58.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,1516 DECATUR STREET,DECATUR STREET,DECATUR STREET,BEND,DECATUR STREET,BEND,,RIDGEWOOD,DECATUR STREET,,In Progress,,,,05 QUEENS,4035420017,QUEENS,1011108,191850,MOBILE,Unspecified,QUEENS,,,,,,,,40.69321995110319,-73.90314774192738,"{'longitude': '-73.90314774192738', 'latitude': '40.69321995110319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Street/Sidewalk Loud Talking
45053042,2019-12-01T00:41:31.000,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,1-2 Family Dwelling,10312,24 READING AVENUE,READING AVENUE,RICHMOND AVENUE,WAINWRIGHT AVENUE,RICHMOND AVENUE,WAINWRIGHT AVENUE,,STATEN ISLAND,READING AVENUE,,In Progress,,,,03 STATEN ISLAND,5056090044,STATEN ISLAND,937108,141682,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55543478590598,-74.16964759870943,"{'longitude': '-74.16964759870943', 'latitude': '40.55543478590598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Indoor Air Quality Ventilation
45054940,2019-12-01T00:41:31.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,1677 CORNELIA STREET,CORNELIA STREET,CORNELIA STREET,CYPRESS AVENUE,CORNELIA STREET,CYPRESS AVENUE,,RIDGEWOOD,CORNELIA STREET,,In Progress,,,,05 QUEENS,4035460071,QUEENS,1010163,194059,ONLINE,Unspecified,QUEENS,,,,,,,,40.69928595677054,-73.90654699222617,"{'longitude': '-73.90654699222617', 'latitude': '40.69928595677054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Street/Sidewalk Loud Talking
45052236,2019-12-01T00:40:40.000,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11216,313 HANCOCK STREET,HANCOCK STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,,BROOKLYN,HANCOCK STREET,,In Progress,,,,03 BROOKLYN,3018350079,BROOKLYN,999977,188232,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68331615400381,-73.9432955157491,"{'longitude': '-73.9432955157491', 'latitude': '40.68331615400381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Vehicle Car/Truck Music
45050412,2019-12-01T00:40:35.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11223,1701 WEST    3 STREET,WEST    3 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,,BROOKLYN,WEST    3 STREET,,In Progress,,,,11 BROOKLYN,3066540001,BROOKLYN,990808,160062,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60600712454292,-73.97638218530582,"{'longitude': '-73.97638218530582', 'latitude': '40.60600712454292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45052098,2019-12-01T00:40:34.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10458,3015 PERRY AVENUE,PERRY AVENUE,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,,BRONX,PERRY AVENUE,,In Progress,,,,07 BRONX,2032990026,BRONX,1016692,256608,PHONE,Unspecified,BRONX,,,,,,,,40.87094453777977,-73.88269866955442,"{'longitude': '-73.88269866955442', 'latitude': '40.87094453777977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45051238,2019-12-01T00:40:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10473,1702 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ROSEDALE AVE,SOUND VIEW AVE,,,ADDRESS,BRONX,,,Open,,,,09 BRONX,2036620024,BRONX,1020453,239727,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82459659791658,-73.86919109584936,"{'longitude': '-73.86919109584936', 'latitude': '40.82459659791658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Street Light Condition Street Light Out
45053590,2019-12-01T00:39:59.000,2019-12-01T01:01:52.000,NYPD,New York City Police Department,Homeless Encampment,,Store/Commercial,10038,85 FULTON STREET,FULTON STREET,GOLD STREET,WILLIAM STREET,GOLD STREET,WILLIAM STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T06:01:54.000,01 MANHATTAN,1000930001,MANHATTAN,982631,197681,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709265286662756,-74.00583965739003,"{'longitude': '-74.00583965739003', 'latitude': '40.709265286662756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Homeless Encampment The Police Department responded to the complaint and determined that police action was not necessary
45050403,2019-12-01T00:39:51.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,704 NOSTRAND AVENUE,NOSTRAND AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,,BROOKLYN,NOSTRAND AVENUE,,In Progress,,,,08 BROOKLYN,3012260046,BROOKLYN,998101,185048,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.674579930862485,-73.95006607001255,"{'longitude': '-73.95006607001255', 'latitude': '40.674579930862485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Music/Party
45050519,2019-12-01T00:39:49.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,1103 IRVING AVENUE,IRVING AVENUE,DECATUR STREET,COOPER STREET,DECATUR STREET,COOPER STREET,,RIDGEWOOD,IRVING AVENUE,,In Progress,,,,05 QUEENS,4035420010,QUEENS,1011045,191684,MOBILE,Unspecified,QUEENS,,,,,,,,40.69276451072957,-73.90337558546032,"{'longitude': '-73.90337558546032', 'latitude': '40.69276451072957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Street/Sidewalk Loud Talking
45050428,2019-12-01T00:39:42.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11413,122-06 MONTAUK STREET,MONTAUK STREET,122 AVENUE,NELLIS STREET,122 AVENUE,NELLIS STREET,,SPRINGFIELD GARDENS,MONTAUK STREET,,In Progress,,,,12 QUEENS,4127000014,QUEENS,1050789,188175,PHONE,Unspecified,QUEENS,,,,,,,,40.68292357684508,-73.76009144027897,"{'longitude': '-73.76009144027897', 'latitude': '40.68292357684508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Residential Loud Music/Party
45049262,2019-12-01T00:38:33.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11385,1512 DECATUR STREET,DECATUR STREET,DECATUR STREET,BEND,DECATUR STREET,BEND,,RIDGEWOOD,DECATUR STREET,,In Progress,,,,05 QUEENS,4035420014,QUEENS,1011088,191825,MOBILE,Unspecified,QUEENS,,,,,,,,40.69315139260006,-73.90321996319163,"{'longitude': '-73.90321996319163', 'latitude': '40.69315139260006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Noise - Commercial Loud Talking
45050411,2019-12-01T00:38:02.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11228,1273 70 STREET,70 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,,BROOKLYN,70 STREET,,In Progress,,,,10 BROOKLYN,3061550049,BROOKLYN,982804,166470,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62359806857928,-74.00520896011412,"{'longitude': '-74.00520896011412', 'latitude': '40.62359806857928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Illegal Parking Commercial Overnight Parking
45051229,2019-12-01T00:38:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,ZEREGA AVE,ZEREGA AVE,CHATTERTON AVE,CROSS BRONX EXPY,,,BLOCKFACE,,,,Open,,,,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,Street Light Condition Street Light Out
45054198,2019-12-01T00:37:42.000,2019-12-01T01:00:51.000,NYPD,New York City Police Department,Homeless Encampment,,Store/Commercial,10038,57 GOLD STREET,GOLD STREET,FULTON STREET,ANN STREET,FULTON STREET,ANN STREET,,NEW YORK,GOLD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,2019-12-01T06:00:56.000,01 MANHATTAN,1000930001,MANHATTAN,982782,197695,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709303739686376,-74.0052950104958,"{'longitude': '-74.0052950104958', 'latitude': '40.709303739686376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Homeless Encampment The Police Department responded to the complaint and determined that police action was not necessary
